time,seconds_elapsed,z,y,x
1710962121180133600,0.149133544921875,-0.12560546398162842,-1.324851393699646,1.3795984983444214
1710962121213466600,0.182466552734375,-0.14270919561386108,-1.149767279624939,2.4184205532073975
1710962121246799600,0.215799560546875,0.9953756332397461,-0.9432245492935181,3.0250682830810547
1710962121280132400,0.24913232421875,1.5321576595306396,-0.3474193811416626,2.859757900238037
1710962121313465300,0.28246533203125,1.6017942428588867,-3.575899839401245,4.379621982574463
1710962121346798300,0.31579833984375,1.6120258569717407,-5.193576335906982,5.06071662902832
1710962121380131300,0.34913134765625,2.1736998558044434,-2.9264163970947266,3.8378005027770996
1710962121413464300,0.38246435546875,1.8237608671188354,-4.262950420379639,4.140322685241699
1710962121446797300,0.41579736328125,2.695668935775757,-4.381531238555908,3.980280637741089
1710962121480130300,0.44913037109375,1.8715596199035645,-2.8721275329589844,0.6061131954193115
1710962121513463300,0.48246337890625,0.7547781467437744,-1.7376314401626587,-0.31954947113990784
1710962121546796300,0.51579638671875,-0.241742804646492,0.1787491738796234,-0.10246963053941727
1710962121580129300,0.54912939453125,-0.7713474035263062,1.0149227380752563,-1.0594382286071777
1710962121613462300,0.582462158203125,-0.870151937007904,1.0737167596817017,-1.3997565507888794
1710962121646795000,0.615794921875,-1.0062181949615479,-0.1954711228609085,0.36131614446640015
1710962121680128000,0.6491279296875,-1.0198858976364136,-0.15507884323596954,0.6272637844085693
1710962121713461000,0.6824609375,-0.41438350081443787,-0.5612159371376038,0.3100813329219818
1710962121746794000,0.7157939453125,0.2724378705024719,-1.209401249885559,0.8328902125358582
1710962121780127000,0.749126953125,0.611992597579956,-0.9863656163215637,1.2306281328201294
1710962121813460000,0.7824599609375,0.5301390886306763,-0.7204179763793945,1.1116656064987183
1710962121846793000,0.81579296875,0.635739266872406,-1.051802635192871,0.9121476411819458
1710962121880126000,0.8491259765625,0.7211052179336548,-1.2434560060501099,1.0995250940322876
1710962121913459000,0.882458984375,0.660402238368988,-0.9592592716217041,1.2913310527801514
1710962121946792000,0.9157919921875,0.5324297547340393,-0.4294256269931793,0.9466605186462402
1710962121980125000,0.949125,0.4106420576572418,-0.5931326746940613,0.6109999418258667
1710962122013457700,0.982457763671875,0.21746163070201874,-1.460841178894043,1.0055309534072876
1710962122046790700,1.015790771484375,-0.10850174725055695,-0.7124006152153015,0.29030516743659973
1710962122080123600,1.04912353515625,-0.02664821222424507,-1.8584264516830444,0.9427663683891296
1710962122113456600,1.08245654296875,0.26075541973114014,-1.8623205423355103,1.4864968061447144
1710962122146789600,1.11578955078125,0.1563768982887268,0.3313846290111542,0.1310267299413681
1710962122180122600,1.14912255859375,0.21837788820266724,2.010298252105713,-1.0051491260528564
1710962122213455600,1.18245556640625,0.37834352254867554,4.440019607543945,-2.746445655822754
1710962122246788600,1.21578857421875,0.4145362079143524,4.378324031829834,-2.411396026611328
1710962122280121600,1.24912158203125,-0.22784602642059326,0.22792237997055054,1.1870288848876953
1710962122313454600,1.28245458984375,-0.6164975762367249,-0.20997874438762665,-0.19661645591259003
1710962122346787600,1.31578759765625,-0.6640673279762268,1.8025338649749756,-2.182786226272583
1710962122380120300,1.349120361328125,-0.42156097292900085,1.26399564743042,-1.2070342302322388
1710962122413453300,1.382453369140625,-0.16286714375019073,0.08521319180727005,0.3810923397541046
1710962122446786300,1.415786376953125,-0.03871244564652443,0.33413344621658325,-0.05741964280605316
1710962122480119300,1.449119384765625,0.05757235363125801,0.33986014127731323,-0.38842248916625977
1710962122513452300,1.482452392578125,-0.053143709897994995,-0.13209572434425354,0.06711684167385101
1710962122546785300,1.515785400390625,0.025808297097682953,0.24487338960170746,-0.1530935913324356
1710962122580118300,1.5491181640625,0.14171656966209412,0.41148197650909424,-0.28518930077552795
1710962122613451300,1.582451171875,0.2722088098526001,0.2692309319972992,-0.17913095653057098
1710962122646784300,1.6157841796875,0.2501419484615326,0.36123979091644287,-0.09994988143444061
1710962122680117200,1.6491171875,0.18424680829048157,0.5393017530441284,-0.13682979345321655
1710962122713450200,1.6824501953125,0.17645850777626038,0.2680092453956604,-0.17859646677970886
1710962122746783000,1.715782958984375,0.08025006204843521,0.15179555118083954,-0.2409028857946396
1710962122780116000,1.749115966796875,0.030007870867848396,0.32130566239356995,-0.29710084199905396
1710962122813449000,1.782448974609375,-0.018554486334323883,0.5864133834838867,-0.4089622497558594
1710962122846782000,1.815781982421875,0.0022906772792339325,0.16859383881092072,-0.018936265259981155
1710962122880115000,1.849114990234375,-0.031229566782712936,-0.08956547826528549,0.2608317732810974
1710962122913448000,1.882447998046875,-0.014660334214568138,0.10926530510187149,-0.07513421028852463
1710962122946781000,1.915781005859375,-0.05719057470560074,-0.6619293689727783,0.26487863063812256
1710962122980114000,1.949114013671875,-0.13056860864162445,-1.4682477712631226,0.5577035546302795
1710962123013447000,1.982447021484375,-0.035200074315071106,-2.319845199584961,0.5766398310661316
1710962123046780000,2.01577978515625,1.052947998046875,-5.8943705558776855,2.742398738861084
1710962123080113000,2.04911279296875,2.7046024799346924,-8.599583625793457,6.701299667358398
1710962123113445600,2.082445556640625,2.6441287994384766,-8.26827621459961,9.321758270263672
