time,seconds_elapsed,z,y,x
1710958213819417000,0.1524169921875,-1.8371000289916992,-0.6121875047683716,-0.021455705165863037
1710958213877322500,0.210322509765625,-2.8822827339172363,1.4602982997894287,-1.920470952987671
1710958213935228000,0.268227783203125,2.1750659942626953,0.20730209350585938,-0.9921340942382812
1710958213993133600,0.326133544921875,-0.30132293701171875,1.7136988639831543,-1.455146074295044
1710958214051039000,0.3840390625,0.9619035720825195,-1.7083563804626465,-3.373469829559326
1710958214108944600,0.441944580078125,-4.215588092803955,-1.724613904953003,-0.4332479238510132
1710958214166850300,0.499850341796875,-1.67364501953125,-2.8129284381866455,0.673408031463623
1710958214224755700,0.557755615234375,1.8849258422851562,-0.12697505950927734,-1.3084884881973267
1710958214282661400,0.615661376953125,2.618499755859375,-2.2938013076782227,0.687404990196228
1710958214340566800,0.67356689453125,0.9717617034912109,-0.015453338623046875,0.8560940027236938
1710958214398472400,0.731472412109375,0.530242919921875,0.13308405876159668,0.214621901512146
1710958214456377900,0.7893779296875,-0.6317720413208008,0.34761857986450195,0.4717555046081543
1710958214514283500,0.847283447265625,-0.9193754196166992,0.21558904647827148,0.32471656799316406
1710958214572189000,0.90518896484375,-0.2922554016113281,0.5354681015014648,0.5965400338172913
1710958214630094600,0.963094482421875,0.35637378692626953,0.3112611770629883,0.522982656955719
1710958214688000300,1.021000244140625,0.058528900146484375,0.25911498069763184,0.7746194005012512
1710958214745905700,1.07890576171875,0.06687545776367188,0.38670778274536133,0.5718801617622375
1710958214803811300,1.136811279296875,0.4664621353149414,0.22020363807678223,0.31199049949645996
1710958214861716700,1.194716796875,-0.05735969543457031,0.29283785820007324,0.44543927907943726
1710958214919622400,1.252622314453125,0.4884052276611328,0.16735386848449707,0.6500105857849121
1710958214977527800,1.31052783203125,0.04152870178222656,0.08835816383361816,0.5562846660614014
1710958215035433500,1.36843359375,-0.24577999114990234,0.16038012504577637,0.4451519250869751
1710958215093339000,1.4263388671875,0.24648475646972656,0.0957174301147461,0.345516562461853
1710958215151244500,1.48424462890625,0.12733936309814453,0.18287181854248047,0.36184874176979065
1710958215209150200,1.542150146484375,0.10771751403808594,0.1873486042022705,0.31704244017601013
1710958215267055600,1.6000556640625,0.18201828002929688,0.10542964935302734,0.23349347710609436
1710958215324961300,1.657961181640625,0.01731109619140625,0.09301018714904785,0.25828972458839417
1710958215382866700,1.71586669921875,0.035945892333984375,0.02895808219909668,0.20947971940040588
1710958215440772400,1.7737724609375,-0.16857337951660156,0.07132196426391602,0.12190604209899902
1710958215498677800,1.831677734375,0.16550540924072266,-0.04772639274597168,0.1586477905511856
1710958215556583400,1.88958349609375,-0.016257286071777344,0.008751153945922852,0.04202796518802643
1710958215614488800,1.94748876953125,0.15114402770996094,0.05206441879272461,0.23822663724422455
1710958215672394500,2.00539453125,0.03742694854736328,0.06839394569396973,0.08523377031087875
1710958215730300000,2.0632998046875,-0.04671001434326172,0.14196395874023438,0.2803597152233124
1710958215788205600,2.12120556640625,-0.021833419799804688,0.02156209945678711,0.013884373009204865
1710958215846111000,2.179111083984375,0.023392677307128906,0.05616021156311035,0.17417186498641968
1710958215904016600,2.2370166015625,0.17586517333984375,-0.027930259704589844,-0.0636996403336525
1710958215961922000,2.294922119140625,-0.051692962646484375,0.05078268051147461,0.09384717047214508
1710958216019827700,2.35282763671875,0.14542293548583984,-0.04046058654785156,-0.008208692073822021
1710958216077733000,2.410733154296875,0.03877449035644531,-0.029254674911499023,0.12451053410768509
1710958216135638500,2.468638427734375,0.0006055831909179688,-0.004540920257568359,0.0958171933889389
1710958216193544200,2.526544189453125,-0.06621646881103516,0.0009212493896484375,0.011298537254333496
1710958216251449600,2.58444970703125,0.07654190063476562,0.03813815116882324,0.030124537646770477
1710958216309355300,2.642355224609375,-0.08912181854248047,0.028116226196289062,0.13036061823368073
1710958216367260700,2.7002607421875,0.0758829116821289,0.06352543830871582,-0.027475304901599884
1710958216425166000,2.758166015625,0.1913585662841797,0.02450418472290039,-0.04550197720527649
1710958216483071700,2.81607177734375,-0.13114166259765625,-0.03176474571228027,-0.1972990334033966
1710958216540977200,2.87397705078125,0.1819915771484375,0.15014028549194336,-0.00021488964557647705
1710958216598882600,2.931882568359375,0.17413711547851562,0.34859776496887207,0.49953073263168335
1710958216656788200,2.989788330078125,1.2433338165283203,1.1276028156280518,-0.5198676586151123
1710958216714693600,3.047693603515625,-3.33242130279541,-0.40824031829833984,1.3083151578903198
1710958216772599000,3.10559912109375,-1.6359429359436035,-0.2802248001098633,-0.7155895829200745
1710958216830504700,3.163504638671875,-5.606988906860352,-2.2221951484680176,-2.0296924114227295
1710958216888410000,3.22141015625,-10.909250259399414,-9.323246955871582,-4.575802326202393
1710958216946315500,3.2793154296875,-10.849849700927734,-16.54343032836914,-1.2703218460083008
1710958217004221200,3.33722119140625,2.180551052093506,-20.62794303894043,6.423980712890625
1710958217062126600,3.395126708984375,5.0361833572387695,-18.837688446044922,14.216952323913574
1710958217120032000,3.453031982421875,8.248270988464355,-14.056767463684082,16.376266479492188
1710958217177937400,3.5109375,6.981086730957031,-3.687533378601074,19.207042694091797
1710958217235843000,3.568843017578125,-1.3545973300933838,4.8689045906066895,17.094970703125
1710958217293748500,3.62674853515625,4.887766361236572,16.792463302612305,19.124595642089844
1710958217351654000,3.68465380859375,5.360298156738281,17.618188858032227,18.943561553955078
1710958217409559300,3.742559326171875,8.520158767700195,10.067193031311035,14.784521102905273
1710958217467464700,3.800464599609375,6.0537004470825195,0.8901124000549316,17.668378829956055
